id;demandaId;demandaTitulo;empresa;profissionalId;profissional;compatibilidade;criterios;mensagem;acervo;situacao;data
cand-0100;2026-142;Fiscalização de obra de saneamento;Encontro das Águas Saneamento;prof-013;"{""nome"": ""Camila Ribeiro Oliveira"", ""iniciais"": ""CO"", ""cor"": ""avatar-verde"", ""titulo"": ""Engenheira sanitarista"", ""registro"": ""CREA-AM 047227/D"", ""cidade"": ""Tefé"", ""uf"": ""AM"", ""nota"": 4.5, ""avaliacoes"": 6, ""verificado"": true, ""competencias"": [""Esgotamento sanitário"", ""Hidrossanitário predial"", ""Redes de água"", ""Saneamento"", ""Recuperação de áreas degradadas""]}";93;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Hidráulica e Ambiental, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""6 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 14, ""detalhe"": ""Média 4,5 em 6 avaliações de contratos registrados.""}]";Tenho acervo em obra semelhante e disponibilidade imediata.;[];enviada;11/09/2026
cand-0101;2026-142;Fiscalização de obra de saneamento;Encontro das Águas Saneamento;prof-019;"{""nome"": ""Carolina Santana Freitas"", ""iniciais"": ""CF"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheira civil"", ""registro"": ""CREA-AM 019299/D"", ""cidade"": ""Iranduba"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": true, ""competencias"": [""Planejamento de obra"", ""Compatibilização de projetos"", ""Revit"", ""Modelagem BIM""]}";0;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige Hidráulica ou Ambiental, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";;[];conversa;13/09/2026
cand-0102;2026-143;Compatibilização de projetos em BIM;Encontro das Águas Saneamento;prof-030;"{""nome"": ""Leonardo Monteiro Costa"", ""iniciais"": ""LC"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 045046/D"", ""cidade"": ""Maués"", ""uf"": ""AM"", ""nota"": 4.0, ""avaliacoes"": 12, ""verificado"": true, ""competencias"": [""Modelagem BIM"", ""Planejamento de obra""]}";82;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em BIM, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""5 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 4,0 em 12 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];enviada;21/09/2026
cand-0103;2026-145;Drenagem urbana;Madeira Infraestrutura;prof-034;"{""nome"": ""Fábio Soares Teixeira"", ""iniciais"": ""FT"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 035754/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.2, ""avaliacoes"": 9, ""verificado"": true, ""competencias"": [""Fundações profundas"", ""Fiscalização de obra"", ""Cálculo estrutural"", ""Laudos técnicos""]}";92;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""4 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Humaitá; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,2 em 9 avaliações de contratos registrados.""}]";Tenho interesse e posso visitar o local nesta semana.;[];enviada;15/09/2026
cand-0104;2026-145;Drenagem urbana;Madeira Infraestrutura;prof-055;"{""nome"": ""Igor Farias Carvalho"", ""iniciais"": ""IC"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheiro sanitarista"", ""registro"": ""Registro em regularização"", ""cidade"": ""Boa Vista"", ""uf"": ""RR"", ""nota"": 3.9, ""avaliacoes"": 1, ""verificado"": false, ""competencias"": [""Drenagem urbana"", ""Hidrossanitário predial"", ""Monitoramento ambiental""]}";52;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Hidráulica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Humaitá, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 3,9 em 1 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];visualizada;13/09/2026
cand-0105;2026-145;Drenagem urbana;Madeira Infraestrutura;prof-048;"{""nome"": ""Yasmin Farias Castro"", ""iniciais"": ""YC"", ""cor"": """", ""titulo"": ""Engenheira ambiental"", ""registro"": ""CREA-AM 041044/D"", ""cidade"": ""Iranduba"", ""uf"": ""AM"", ""nota"": 4.9, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""PGRS"", ""Outorga de água"", ""Estudos de impacto"", ""Licenciamento""]}";15;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige Hidráulica ou Estrutural, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Humaitá, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Média 4,9 em 2 avaliações de contratos registrados.""}]";Tenho interesse e posso visitar o local nesta semana.;[];enviada;13/09/2026
cand-0106;2026-146;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-046;"{""nome"": ""Bruno Ferreira Silva"", ""iniciais"": ""BS"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 041325/D"", ""cidade"": ""Itacoatiara"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 24, ""verificado"": true, ""competencias"": [""Concreto armado"", ""Fundações profundas""]}";83;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 24 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];visualizada;22/09/2026
cand-0107;2026-146;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-010;"{""nome"": ""Sérgio Lopes Ribeiro"", ""iniciais"": ""SR"", ""cor"": """", ""titulo"": ""Engenheiro civil"", ""registro"": ""Registro em regularização"", ""cidade"": ""Manacapuru"", ""uf"": ""AM"", ""nota"": 4.9, ""avaliacoes"": 1, ""verificado"": false, ""competencias"": [""Reforço estrutural"", ""Fiscalização de obra""]}";64;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Média 4,9 em 1 avaliações de contratos registrados.""}]";Posso apresentar memorial de projetos parecidos.;[];enviada;22/09/2026
cand-0108;2026-146;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-057;"{""nome"": ""Ana Tavares Carvalho"", ""iniciais"": ""AC"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheira civil"", ""registro"": ""CREA-AM 012371/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 3.9, ""avaliacoes"": 15, ""verificado"": true, ""competencias"": [""Cálculo estrutural"", ""Estruturas metálicas""]}";77;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Manaus, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 3,9 em 15 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];conversa;23/09/2026
cand-0109;2026-146;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-034;"{""nome"": ""Fábio Soares Teixeira"", ""iniciais"": ""FT"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 035754/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.2, ""avaliacoes"": 9, ""verificado"": true, ""competencias"": [""Fundações profundas"", ""Fiscalização de obra"", ""Cálculo estrutural"", ""Laudos técnicos""]}";98;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""4 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Manaus, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,2 em 9 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];enviada;23/09/2026
cand-0110;2026-146;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-031;"{""nome"": ""Carlos Vieira Farias"", ""iniciais"": ""CF"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro mecânico"", ""registro"": ""Registro em regularização"", ""cidade"": ""Itacoatiara"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": false, ""competencias"": [""Vasos de pressão (NR-13)"", ""Montagem industrial""]}";9;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 0, ""detalhe"": ""A demanda exige Estrutural, fora das suas áreas.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";Tenho acervo em obra semelhante e disponibilidade imediata.;[];conversa;23/09/2026
cand-0111;2026-147;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-046;"{""nome"": ""Bruno Ferreira Silva"", ""iniciais"": ""BS"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 041325/D"", ""cidade"": ""Itacoatiara"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 24, ""verificado"": true, ""competencias"": [""Concreto armado"", ""Fundações profundas""]}";83;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 24 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];recusada;05/09/2026
cand-0112;2026-147;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-053;"{""nome"": ""Pedro Almeida Farias"", ""iniciais"": ""PA"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheiro civil"", ""registro"": ""CREA-AM 015860/D"", ""cidade"": ""Humaitá"", ""uf"": ""AM"", ""nota"": 4.4, ""avaliacoes"": 18, ""verificado"": true, ""competencias"": [""Alvenaria estrutural"", ""Fiscalização de obra"", ""Fundações profundas""]}";73;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 20, ""detalhe"": ""2 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,4 em 18 avaliações de contratos registrados.""}]";Tenho acervo em obra semelhante e disponibilidade imediata.;[];visualizada;23/09/2026
cand-0113;2026-147;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-035;"{""nome"": ""Priscila Costa Silva"", ""iniciais"": ""PS"", ""cor"": """", ""titulo"": ""Engenheira sanitarista"", ""registro"": ""CREA-AM 034873/D"", ""cidade"": ""Maués"", ""uf"": ""AM"", ""nota"": 3.9, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""Estações de tratamento"", ""Hidrossanitário predial"", ""Projeto elétrico""]}";91;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Hidráulica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 12, ""detalhe"": ""Média 3,9 em 2 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];visualizada;05/09/2026
cand-0114;2026-147;Projeto estrutural de edifício residencial;Ponta Negra Empreendimentos;prof-010;"{""nome"": ""Sérgio Lopes Ribeiro"", ""iniciais"": ""SR"", ""cor"": """", ""titulo"": ""Engenheiro civil"", ""registro"": ""Registro em regularização"", ""cidade"": ""Manacapuru"", ""uf"": ""AM"", ""nota"": 4.9, ""avaliacoes"": 1, ""verificado"": false, ""competencias"": [""Reforço estrutural"", ""Fiscalização de obra""]}";64;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Estrutural, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Média 4,9 em 1 avaliações de contratos registrados.""}]";Atuo na região e tenho equipe para começar no prazo.;[];conversa;12/09/2026
cand-0115;2026-148;Recuperação de área degradada;Igarapé Consultoria Ambiental;prof-049;"{""nome"": ""João Carvalho Queiroz"", ""iniciais"": ""JQ"", ""cor"": """", ""titulo"": ""Engenheiro ambiental"", ""registro"": ""CREA-AM 037156/D"", ""cidade"": ""Coari"", ""uf"": ""AM"", ""nota"": 5.0, ""avaliacoes"": 6, ""verificado"": true, ""competencias"": [""Licenciamento"", ""Estudos de impacto"", ""Outorga de água"", ""Monitoramento ambiental""]}";74;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Ambiental, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Média 5,0 em 6 avaliações de contratos registrados.""}]";Posso apresentar memorial de projetos parecidos.;[];conversa;16/09/2026
cand-0116;2026-149;Plano de gerenciamento de resíduos;Igarapé Consultoria Ambiental;prof-013;"{""nome"": ""Camila Ribeiro Oliveira"", ""iniciais"": ""CO"", ""cor"": ""avatar-verde"", ""titulo"": ""Engenheira sanitarista"", ""registro"": ""CREA-AM 047227/D"", ""cidade"": ""Tefé"", ""uf"": ""AM"", ""nota"": 4.5, ""avaliacoes"": 6, ""verificado"": true, ""competencias"": [""Esgotamento sanitário"", ""Hidrossanitário predial"", ""Redes de água"", ""Saneamento"", ""Recuperação de áreas degradadas""]}";83;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Ambiental, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 20, ""detalhe"": ""2 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Manaus; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 14, ""detalhe"": ""Média 4,5 em 6 avaliações de contratos registrados.""}]";Já trabalhei com esse tipo de serviço em 2025, com ART registrada.;[];enviada;18/09/2026
cand-0117;2026-150;Georreferenciamento rural;Igarapé Consultoria Ambiental;prof-015;"{""nome"": ""Isabela Barbosa Oliveira"", ""iniciais"": ""IO"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheira eletricista"", ""registro"": ""Registro em regularização"", ""cidade"": ""Boa Vista"", ""uf"": ""RR"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": false, ""competencias"": [""Subestação"", ""Automação predial"", ""Eficiência energética"", ""Sistemas de combate a incêndio""]}";40;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Elétrica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 0, ""detalhe"": ""Nenhuma ART ou CAT confirmada nessa área.""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";;[];enviada;23/09/2026
cand-0118;2026-150;Georreferenciamento rural;Igarapé Consultoria Ambiental;prof-060;"{""nome"": ""Aline Menezes Cardoso"", ""iniciais"": ""AC"", ""cor"": ""avatar-verde"", ""titulo"": ""Engenheira eletricista"", ""registro"": ""CREA-AM 021355/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 4.6, ""avaliacoes"": 15, ""verificado"": true, ""competencias"": [""Automação predial"", ""Projeto elétrico"", ""Subestação""]}";79;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Elétrica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 10, ""detalhe"": ""1 documento confirmado na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 15, ""detalhe"": ""Você atende Manaus, onde fica a obra.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 14, ""detalhe"": ""Média 4,6 em 15 avaliações de contratos registrados.""}]";Posso apresentar memorial de projetos parecidos.;[];enviada;20/09/2026
cand-0119;2026-150;Georreferenciamento rural;Igarapé Consultoria Ambiental;prof-051;"{""nome"": ""Juliana Tavares Vieira"", ""iniciais"": ""JV"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheira agrônoma"", ""registro"": ""CREA-AM 032570/D"", ""cidade"": ""Maués"", ""uf"": ""AM"", ""nota"": 4.6, ""avaliacoes"": 18, ""verificado"": true, ""competencias"": [""Receituário agronômico"", ""Sistemas agroflorestais"", ""Irrigação"", ""Manejo de solo""]}";74;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Agronomia, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 20, ""detalhe"": ""2 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 14, ""detalhe"": ""Média 4,6 em 18 avaliações de contratos registrados.""}]";Posso apresentar memorial de projetos parecidos.;[];enviada;20/09/2026
cand-0120;2026-150;Georreferenciamento rural;Igarapé Consultoria Ambiental;prof-043;"{""nome"": ""Marcelo Castro Santana"", ""iniciais"": ""MS"", ""cor"": ""avatar-ambar"", ""titulo"": ""Engenheiro eletricista"", ""registro"": ""CREA-RO 043895/D"", ""cidade"": ""Porto Velho"", ""uf"": ""RO"", ""nota"": 4.3, ""avaliacoes"": 2, ""verificado"": true, ""competencias"": [""Laudo de instalações elétricas"", ""Subestação"", ""SPDA"", ""Automação predial""]}";83;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Elétrica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""4 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Manaus, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 13, ""detalhe"": ""Média 4,3 em 2 avaliações de contratos registrados.""}]";Tenho acervo em obra semelhante e disponibilidade imediata.;[];enviada;22/09/2026
cand-0121;2026-151;Inspeção de vasos de pressão;Fluvial Logística do Norte;prof-016;"{""nome"": ""Sabrina Santos Farias"", ""iniciais"": ""SF"", ""cor"": """", ""titulo"": ""Engenheira mecânica"", ""registro"": ""CREA-AM 020624/D"", ""cidade"": ""Manaus"", ""uf"": ""AM"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": true, ""competencias"": [""Vasos de pressão (NR-13)"", ""Tubulação industrial"", ""Climatização"", ""Sistemas de combate a incêndio""]}";79;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Mecânica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 9, ""detalhe"": ""A obra é em Itacoatiara; você declarou atender todo o AM.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";;[];visualizada;24/09/2026
cand-0122;2026-151;Inspeção de vasos de pressão;Fluvial Logística do Norte;prof-036;"{""nome"": ""Aline Pinheiro Teixeira"", ""iniciais"": ""AT"", ""cor"": ""avatar-roxo"", ""titulo"": ""Engenheira mecânica"", ""registro"": ""CREA-RR 025902/D"", ""cidade"": ""Boa Vista"", ""uf"": ""RR"", ""nota"": 0, ""avaliacoes"": 0, ""verificado"": true, ""competencias"": [""Sistemas de combate a incêndio"", ""Tubulação industrial"", ""Montagem industrial"", ""Sistemas agroflorestais""]}";70;"[{""rotulo"": ""Área de atuação"", ""peso"": 40, ""pontos"": 40, ""detalhe"": ""Você atua em Mecânica, que é o que a demanda exige.""}, {""rotulo"": ""Acervo confirmado no Crea"", ""peso"": 30, ""pontos"": 30, ""detalhe"": ""3 documentos confirmados na área da demanda (ponto cheio a partir de 3).""}, {""rotulo"": ""Localização"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""A obra fica em Itacoatiara, fora da sua região de atendimento.""}, {""rotulo"": ""Avaliações recebidas"", ""peso"": 15, ""pontos"": 0, ""detalhe"": ""Ainda sem avaliações na plataforma.""}]";Tenho interesse e posso visitar o local nesta semana.;[];enviada;21/09/2026
